"","loc_id","Protein.names","uniprot_accession.y","Gene.Names","Organism","sample","count","tissue","treatment","day"
"1207","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T010F",1076,"F","control","0"
"1208","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T010FX",195,"X","control","0"
"1209","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T010G",4,"G","control","0"
"1210","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T011F",798,"F","control","0"
"1211","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T011FX",343,"X","control","0"
"1212","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T011G",15,"G","control","0"
"1213","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T012F",172,"F","control","0"
"1214","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T012FX",10,"X","control","0"
"1215","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T012G",3,"G","control","0"
"1216","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T014F",0,"F","OA","3"
"1217","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T014G",7,"G","OA","3"
"1218","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T015F",739,"F","OA","3"
"1219","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T015G",12,"G","OA","3"
"1220","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T016F",0,"F","OA","3"
"1221","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T016G",13,"G","OA","3"
"1222","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T017F",50,"F","OA","3"
"1223","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T017G",8,"G","OA","3"
"1224","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T019F",3,"F","OA","3"
"1225","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T019G",4,"G","OA","3"
"1226","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T021F",4,"F","OA","3"
"1227","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T021G",9,"G","OA","3"
"1228","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T023F",0,"F","OA","3"
"1229","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T023G",0,"G","OA","3"
"1230","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T025F",5,"F","OA","3"
"1231","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T025G",2,"G","OA","3"
"1232","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T026F",1,"F","OA","3"
"1233","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T026G",24,"G","OA","3"
"1234","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T027F",2,"F","OA","3"
"1235","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T027G",0,"G","OA","3"
"1236","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T029F",68,"F","OW","3"
"1237","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T029G",4,"G","OW","3"
"1238","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T030F",2,"F","OW","3"
"1239","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T030G",7,"G","OW","3"
"1240","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T031F",94,"F","OW","3"
"1241","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T031G",0,"G","OW","3"
"1242","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T033F",0,"F","OW","3"
"1243","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T033G",7,"G","OW","3"
"1244","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T034F",1,"F","OW","3"
"1245","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T034G",13,"G","OW","3"
"1246","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T035F",12,"F","OW","3"
"1247","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T035G",8,"G","OW","3"
"1248","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T036F",3,"F","OW","3"
"1249","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T036G",11,"G","OW","3"
"1250","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T037F",0,"F","OW","3"
"1251","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T037G",8,"G","OW","3"
"1252","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T038F",3,"F","OW","3"
"1253","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T038G",0,"G","OW","3"
"1254","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T039F",8,"F","OW","3"
"1255","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T039G",9,"G","OW","3"
"1256","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T040F",623,"F","OW","3"
"1257","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T040G",8,"G","OW","3"
"1258","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T041F",1,"F","OW","3"
"1259","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T041G",8,"G","OW","3"
"1260","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T046F",6,"F","DO","3"
"1261","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T046G",10,"G","DO","3"
"1262","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T047G",21,"G","DO","3"
"1263","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T049F",520,"F","DO","3"
"1264","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T049G",15,"G","DO","3"
"1265","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T051F",0,"F","DO","3"
"1266","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T051G",1,"G","DO","3"
"1267","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T052F",4,"F","DO","3"
"1268","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T052G",15,"G","DO","3"
"1269","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T055F",6,"F","DO","3"
"1270","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T055G",3,"G","DO","3"
"1271","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T056F",0,"F","DO","3"
"1272","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T056G",7,"G","DO","3"
"1273","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T057F",0,"F","DO","3"
"1274","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T057G",14,"G","DO","3"
"1275","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T058F",26,"F","DO","3"
"1276","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T058G",3,"G","DO","3"
"1277","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T110F",5,"F","DO","3"
"1278","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T110G",3,"G","DO","3"
"1279","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T111F",7,"F","DO","3"
"1280","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T111G",0,"G","DO","3"
"1281","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T112F",3,"F","DO","3"
"1282","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T112G",10,"G","DO","3"
"1283","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T118F",530,"F","OA","3"
"1284","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T118G",44,"G","OA","3"
"1285","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T119F",0,"F","OA","3"
"1286","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T119G",14,"G","OA","3"
"1287","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T126F",510,"F","control","3"
"1288","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T126G",11,"G","control","3"
"1289","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T127F",8,"F","control","3"
"1290","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T127G",20,"G","control","3"
"1291","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T128F",4,"F","control","3"
"1292","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T128G",27,"G","control","3"
"1293","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T129F",0,"F","control","3"
"1294","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T129G",6,"G","control","3"
"1295","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T130F",4,"F","control","3"
"1296","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T130G",14,"G","control","3"
"1297","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T131F",6,"F","control","3"
"1298","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T131G",18,"G","control","3"
"1299","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T132F",0,"F","control","3"
"1300","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T132G",11,"G","control","3"
"1301","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T133F",371,"F","control","3"
"1302","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T133G",15,"G","control","3"
"1303","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T134F",6,"F","control","3"
"1304","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T134G",11,"G","control","3"
"1305","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T135F",13,"F","control","3"
"1306","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T135G",66,"G","control","3"
"1307","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T136F",4,"F","control","3"
"1308","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T136G",9,"G","control","3"
"1309","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T137F",2,"F","control","3"
"1310","LOC134708000","Foot protein 13","A0A223HCL7",NA,"Mytilus californianus (California mussel)","T137G",9,"G","control","3"
"1311","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T001F",0,"F","control","0"
"1312","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T001FX",0,"X","control","0"
"1313","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T001G",0,"G","control","0"
"1314","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T002F",0,"F","control","0"
"1315","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T002FX",0,"X","control","0"
"1316","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T002G",0,"G","control","0"
"1317","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T003F",0,"F","control","0"
"1318","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T003FX",0,"X","control","0"
"1319","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T003G",0,"G","control","0"
"1320","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T004F",0,"F","control","0"
"1321","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T004FX",0,"X","control","0"
"1322","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T004G",0,"G","control","0"
"1323","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T005F",0,"F","control","0"
"1324","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T005FX",0,"X","control","0"
"1325","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T005G",0,"G","control","0"
"1326","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T006F",0,"F","control","0"
"1327","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T006FX",0,"X","control","0"
"1328","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T006G",0,"G","control","0"
"1329","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T007F",0,"F","control","0"
"1330","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T007FX",0,"X","control","0"
"1331","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T007G",0,"G","control","0"
"1332","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T008F",0,"F","control","0"
"1333","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T008FX",0,"X","control","0"
"1334","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T008G",0,"G","control","0"
"1335","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T009F",0,"F","control","0"
"1336","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T009FX",0,"X","control","0"
"1337","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T009G",0,"G","control","0"
"1338","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T010F",0,"F","control","0"
"1339","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T010FX",0,"X","control","0"
"1340","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T010G",0,"G","control","0"
"1341","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T011F",0,"F","control","0"
"1342","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T011FX",0,"X","control","0"
"1343","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T011G",0,"G","control","0"
"1344","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T012F",0,"F","control","0"
"1345","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T012FX",0,"X","control","0"
"1346","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T012G",0,"G","control","0"
"1347","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T014F",0,"F","OA","3"
"1348","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T014G",0,"G","OA","3"
"1349","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T015F",0,"F","OA","3"
"1350","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T015G",0,"G","OA","3"
"1351","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T016F",0,"F","OA","3"
"1352","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T016G",0,"G","OA","3"
"1353","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T017F",0,"F","OA","3"
"1354","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T017G",0,"G","OA","3"
"1355","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T019F",0,"F","OA","3"
"1356","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T019G",0,"G","OA","3"
"1357","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T021F",0,"F","OA","3"
"1358","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T021G",0,"G","OA","3"
"1359","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T023F",0,"F","OA","3"
"1360","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T023G",0,"G","OA","3"
"1361","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T025F",0,"F","OA","3"
"1362","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T025G",0,"G","OA","3"
"1363","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T026F",0,"F","OA","3"
"1364","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T026G",0,"G","OA","3"
"1365","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T027F",0,"F","OA","3"
"1366","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T027G",0,"G","OA","3"
"1367","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T029F",0,"F","OW","3"
"1368","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T029G",0,"G","OW","3"
"1369","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T030F",0,"F","OW","3"
"1370","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T030G",0,"G","OW","3"
"1371","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T031F",0,"F","OW","3"
"1372","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T031G",0,"G","OW","3"
"1373","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T033F",0,"F","OW","3"
"1374","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T033G",0,"G","OW","3"
"1375","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T034F",0,"F","OW","3"
"1376","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T034G",0,"G","OW","3"
"1377","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T035F",0,"F","OW","3"
"1378","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T035G",0,"G","OW","3"
"1379","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T036F",0,"F","OW","3"
"1380","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T036G",0,"G","OW","3"
"1381","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T037F",0,"F","OW","3"
"1382","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T037G",0,"G","OW","3"
"1383","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T038F",0,"F","OW","3"
"1384","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T038G",0,"G","OW","3"
"1385","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T039F",0,"F","OW","3"
"1386","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T039G",0,"G","OW","3"
"1387","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T040F",0,"F","OW","3"
"1388","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T040G",0,"G","OW","3"
"1389","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T041F",0,"F","OW","3"
"1390","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T041G",0,"G","OW","3"
"1391","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T046F",0,"F","DO","3"
"1392","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T046G",0,"G","DO","3"
"1393","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T047G",0,"G","DO","3"
"1394","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T049F",0,"F","DO","3"
"1395","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T049G",0,"G","DO","3"
"1396","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T051F",0,"F","DO","3"
"1397","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T051G",0,"G","DO","3"
"1398","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T052F",0,"F","DO","3"
"1399","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T052G",0,"G","DO","3"
"1400","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T055F",0,"F","DO","3"
"1401","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T055G",0,"G","DO","3"
"1402","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T056F",0,"F","DO","3"
"1403","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T056G",0,"G","DO","3"
"1404","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T057F",0,"F","DO","3"
"1405","LOC134714287","Foot protein-3","A0A8B6DXP2","MGAL_10B061768","Mytilus galloprovincialis (Mediterranean mussel)","T057G",0,"G","DO","3"
