qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/269177,89.359,874,86,7,170,1040,1,870,0,1092
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/269177,91.897,543,41,2,871,1410,590,1132,0,756
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/233908,91.158,803,65,4,1,800,29,828,0,1085
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/325423,92.613,731,51,2,683,1410,1,731,0,1048
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/305739,91.925,743,59,1,206,948,2,743,0,1038
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/287798,88.466,841,94,3,203,1040,1,841,0,1013
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/287798,90.853,645,56,1,871,1515,561,1202,0,861
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/141111,85.915,994,81,51,1,935,30,1023,0,1005
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/291437,91.243,708,62,0,241,948,1,708,0,965
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/288144,87.984,774,90,3,270,1040,1,774,0,911
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/288144,91.529,543,43,2,871,1410,494,1036,0,745
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/303646,91.318,645,53,1,871,1515,438,1079,0,878
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/303646,88.105,723,79,7,324,1043,3,721,0,852
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/340234,91.008,645,55,1,871,1515,113,754,0,867
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/315839,91.008,645,55,1,871,1515,300,941,0,867
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/256072,83.333,1026,78,75,2,935,36,1060,0,861
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/284363,90.543,645,58,1,871,1515,683,1324,0,850
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/284363,87.446,693,84,3,351,1040,271,963,0,795
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/318929,90.823,632,58,0,871,1502,390,1021,0,846
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/318929,87.313,670,82,3,374,1040,1,670,0,763
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/280261,83.384,981,96,50,37,952,90,1068,0,846
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/350663,90.388,645,59,1,871,1515,14,655,0,845
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/361321,91.326,611,53,0,892,1502,3,613,0,835
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/312960,90.72,625,55,3,324,948,5,626,0,830
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/283276,87.729,709,80,3,246,948,165,872,0,821
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/284176,90.849,601,46,7,1,593,30,629,0,797
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/270383,87.446,693,84,3,351,1040,272,964,0,795
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/270383,91.344,543,44,2,871,1410,684,1226,0,739
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/359882,91.493,576,45,2,940,1515,1,572,0,789
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/297345,90.301,598,58,0,351,948,285,882,0,784
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/293743,87.427,684,76,7,363,1040,1,680,0,778
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/293743,90.976,543,46,2,871,1410,400,942,0,728
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/340456,91.529,543,43,2,871,1410,4,546,0,745
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/332075,91.45,538,43,2,871,1405,114,651,0,736
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/312348,91.16,543,45,2,871,1410,207,749,0,734
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/302319,91.16,543,45,2,871,1410,327,869,0,734
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/302319,87.541,610,67,6,437,1040,1,607,0,697
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/306994,90.441,544,52,0,405,948,1,544,0,717
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/327319,90.577,520,48,1,429,948,1,519,0,688
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/276809,82.238,867,62,81,160,935,4,869,0,664
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/349808,92.043,465,34,2,949,1410,1,465,0,651
lcl|AY845260.1_cds_AAX23970.1_1,MT_Pool_HQ_transcript/372608,91.507,471,35,3,1045,1515,1,466,0,643
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,82.668,1754,181,50,1,1667,20,1737,0,1441
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.417,1270,149,21,482,1667,441,1707,0,957
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.057,1394,193,39,344,1667,669,2047,0,955
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.692,1229,144,28,512,1673,351,1565,0,948
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.811,1215,141,25,478,1638,1346,2534,0,946
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.626,1230,143,31,512,1689,351,1549,0,942
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.626,1230,143,31,512,1689,351,1549,0,942
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.325,1253,151,26,482,1667,351,1587,0,941
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.568,1302,182,23,344,1578,441,1738,0,937
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,79.899,1388,173,38,344,1674,1290,2628,0,920
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,79.97,1353,173,22,349,1638,1127,2444,0,907
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,79.473,1403,185,32,344,1667,729,2107,0,900
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.182,1201,144,22,478,1623,1088,2261,0,891
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,79.38,1387,188,35,344,1667,1092,2443,0,887
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.825,1236,142,32,512,1689,351,1549,0,881
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.627,1275,132,40,478,1667,695,1939,0,880
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,79.313,1426,161,52,344,1667,852,2245,0,876
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.217,1289,152,33,478,1698,1484,2737,0,872
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.284,1268,157,24,457,1667,386,1617,0,870
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,79.8,1302,168,33,349,1580,1433,2709,0,859
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,78.751,1393,207,32,349,1695,1325,2674,0,850
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,82.176,1066,115,20,650,1652,351,1404,0,846
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.851,1128,153,30,344,1432,1608,2711,0,828
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,82.071,1043,107,20,643,1667,1343,2323,0,817
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.036,1081,127,27,619,1667,1289,2323,0,789
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,80.264,1135,128,35,344,1465,1578,2629,0,767
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.292,1037,109,19,625,1578,386,1420,0,761
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.071,1046,119,21,672,1652,403,1434,0,761
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.837,980,109,23,727,1667,410,1359,0,760
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,86.831,691,54,16,643,1306,2031,2711,0,737
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,81.788,906,106,14,758,1623,351,1237,0,704
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/90309,82.26,823,121,8,862,1667,347,1161,0,688
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.819,1717,187,37,1,1623,20,1722,0,1437
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.17,1733,197,32,1,1667,20,1706,0,1386
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.147,1742,181,37,1,1667,20,1706,0,1375
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.641,1227,136,23,512,1673,351,1565,0,1014
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.755,1377,179,40,344,1667,669,2012,0,996
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.907,1367,170,28,349,1667,1295,2618,0,994
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,81.861,1268,146,21,482,1667,441,1706,0,990
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.315,1227,138,23,478,1638,1316,2529,0,990
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.648,1359,170,28,344,1623,912,2256,0,966
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,81.412,1275,152,25,478,1695,1454,2700,0,963
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.044,1378,176,37,349,1689,1295,2610,0,929
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.729,1401,193,46,349,1698,1403,2763,0,929
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.62,1290,172,27,344,1578,441,1707,0,926
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.714,1400,185,37,344,1667,1062,2438,0,920
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.496,1390,188,40,344,1667,882,2240,0,898
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.724,1376,170,23,344,1638,1092,2439,0,894
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.976,1188,168,32,344,1497,1578,2741,0,889
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.198,1346,210,28,344,1623,609,1950,0,870
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.047,1283,150,32,478,1667,635,1904,0,854
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.083,1066,116,20,650,1652,351,1404,0,841
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,80.994,1147,123,30,625,1689,386,1519,0,822
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.823,1244,158,37,344,1580,1578,2735,0,821
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,81.879,1054,110,24,650,1667,351,1359,0,813
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.618,1256,157,28,457,1667,386,1587,0,809
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,81.671,1053,118,26,643,1667,1313,2318,0,806
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,78.433,1391,186,44,344,1667,729,2072,0,802
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.529,1231,163,30,478,1667,1316,2498,0,795
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.534,1202,177,35,344,1520,1578,2735,0,793
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,78.653,1321,187,34,344,1623,852,2118,0,789
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,79.037,1288,166,31,344,1563,471,1722,0,787
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,78.296,1373,187,36,344,1652,792,2117,0,782
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,87.464,702,52,12,643,1317,2026,2718,0,776
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.022,979,109,20,727,1667,410,1359,0,771
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,78.96,1269,154,46,344,1580,1548,2735,0,760
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,77.85,1377,201,38,344,1652,609,1949,0,758
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,77.849,1395,189,42,349,1652,584,1949,0,754
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.803,849,87,14,758,1566,351,1180,0,704
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,82.139,823,122,6,862,1667,347,1161,0,682
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/80397,81.158,881,102,18,478,1302,1801,2673,0,649
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.761,1717,189,36,1,1623,20,1723,0,1432
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.17,1733,198,31,1,1667,20,1707,0,1386
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.147,1742,182,36,1,1667,20,1707,0,1375
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.641,1227,136,23,512,1673,351,1565,0,1014
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.755,1377,180,39,344,1667,669,2013,0,996
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,81.861,1268,147,20,482,1667,441,1707,0,990
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.834,1367,172,27,349,1667,1295,2619,0,990
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.233,1227,140,22,478,1638,1316,2530,0,987
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.721,1359,170,27,344,1623,912,2257,0,974
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.62,1290,173,26,344,1578,441,1708,0,926
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.971,1378,178,36,349,1689,1295,2611,0,926
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.643,1400,187,36,344,1667,1062,2439,0,917
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.528,1289,171,37,349,1589,1403,2659,0,917
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.724,1376,171,22,344,1638,1092,2440,0,896
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.424,1390,190,33,344,1667,882,2241,0,894
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.198,1346,211,27,344,1623,609,1951,0,870
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,81.329,1114,156,27,344,1425,1578,2671,0,857
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.047,1283,151,31,478,1667,635,1905,0,854
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.083,1066,116,20,650,1652,351,1404,0,841
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.994,1147,123,30,625,1689,386,1519,0,822
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,81.879,1054,110,24,650,1667,351,1359,0,813
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.618,1256,157,28,457,1667,386,1587,0,809
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,78.433,1391,187,43,344,1667,729,2073,0,802
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,81.576,1053,120,19,643,1667,1313,2319,0,802
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,78.653,1321,188,33,344,1623,852,2119,0,791
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.448,1231,165,29,478,1667,1316,2499,0,791
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,79.037,1288,167,30,344,1563,471,1723,0,787
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,78.296,1373,188,35,344,1652,792,2118,0,784
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.234,1113,160,30,344,1432,1578,2654,0,782
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,80.071,1134,159,34,344,1465,1578,2656,0,780
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.022,979,109,20,727,1667,410,1359,0,771
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,77.85,1377,202,37,344,1652,609,1950,0,758
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,77.849,1395,190,41,349,1652,584,1950,0,754
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,88.326,651,46,7,643,1269,2027,2671,0,754
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,83.352,883,62,18,643,1465,1799,2656,0,737
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.803,849,87,14,758,1566,351,1180,0,704
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/111565,82.139,823,122,6,862,1667,347,1161,0,682
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.955,1672,178,36,1,1578,22,1680,0,1410
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.827,1403,187,22,349,1695,1297,2673,0,1026
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,81.432,1341,163,27,344,1623,914,2229,0,1018
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.641,1227,136,23,512,1673,353,1567,0,1014
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.416,1217,156,13,478,1638,1288,2502,0,1009
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.043,1253,142,20,482,1652,443,1694,0,990
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.778,1363,175,34,344,1667,671,1985,0,985
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,81.39,1252,152,23,482,1667,443,1679,0,946
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,83.227,1097,112,18,643,1667,1315,2411,0,941
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.174,1377,173,39,344,1667,1262,2591,0,939
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.826,1383,195,45,349,1698,1405,2736,0,931
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.706,1275,169,26,344,1563,443,1695,0,920
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,81.145,1188,167,31,344,1497,1550,2714,0,900
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.763,1258,149,25,482,1667,443,1679,0,896
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.75,1358,173,19,344,1638,1094,2412,0,891
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.375,1377,184,30,344,1667,884,2213,0,878
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.211,1395,184,40,344,1667,854,2213,0,872
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.237,1265,151,28,478,1667,637,1877,0,859
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.083,1066,116,20,650,1652,353,1406,0,841
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.984,1244,157,36,344,1580,1550,2708,0,833
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.984,1269,139,26,482,1667,443,1679,0,830
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,78.867,1377,176,37,344,1667,731,2045,0,824
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.994,1147,123,30,625,1689,388,1521,0,822
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,81.879,1054,110,24,650,1667,353,1361,0,813
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.45,1236,186,25,478,1667,1258,2471,0,813
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.618,1256,157,28,457,1667,388,1589,0,809
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,79.7,1202,176,34,344,1520,1550,2708,0,806
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,87.464,702,52,12,643,1317,1999,2691,0,776
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.022,979,109,20,727,1667,412,1361,0,771
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,77.991,1354,203,33,349,1623,586,1923,0,761
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,78.74,1270,156,46,344,1580,1520,2708,0,745
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,80.148,1083,129,29,619,1667,1261,2291,0,730
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.803,849,87,14,758,1566,353,1182,0,704
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,82.139,823,122,6,862,1667,349,1163,0,682
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/87677,81.158,881,102,18,478,1302,1774,2646,0,649
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,82.391,1715,180,54,1,1623,21,1705,0,1382
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,81.813,1732,187,37,1,1667,21,1689,0,1336
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,81.285,1261,148,25,482,1667,442,1689,0,941
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,81.826,1205,134,33,512,1658,352,1529,0,933
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80.103,1362,169,32,349,1667,1275,2577,0,920
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80.854,1264,157,28,478,1695,1435,2659,0,915
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.709,1375,181,46,344,1667,671,1998,0,904
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80,1350,164,44,349,1638,1185,2488,0,900
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80.62,1259,144,32,482,1673,442,1667,0,881
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.589,1362,176,27,344,1638,1072,2398,0,881
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.48,1384,167,47,344,1667,732,2058,0,874
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.373,1372,175,40,349,1689,1275,2569,0,867
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.149,1386,187,41,349,1667,1047,2397,0,865
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,78.896,1431,182,43,344,1667,472,1889,0,859
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.41,1355,174,36,344,1623,890,2214,0,859
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80.595,1211,140,41,512,1689,352,1500,0,846
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80.595,1211,140,40,512,1689,352,1500,0,846
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.658,1288,170,40,344,1578,442,1690,0,843
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,78.71,1395,197,58,349,1698,1384,2723,0,839
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,78.691,1436,161,65,344,1667,796,2198,0,822
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,82.105,1045,106,26,643,1667,1294,2277,0,819
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,80.345,1160,163,36,344,1476,1559,2680,0,819
lcl|AY845258.1_cds_AAX23968.1_1,MT_Pool_HQ_transcript/83644,79.683,1260,154,29,482,1673,442,1667,0,815
